SubscriberID,EventType,Timestamp,Location,DeviceID,FraudType
SUB-583420,Activation,2023-03-24 04:27:29,Loc-981,DEV-3271,None
SUB-403529,Recharge,2023-07-18 15:07:06,Loc-364,DEV-6752,SIM Swap
SUB-575402,ServiceChange,2023-01-28 14:25:53,Loc-472,DEV-5356,None
SUB-869747,ServiceChange,2023-09-10 09:32:23,Loc-812,DEV-7223,SIM Swap
SUB-107409,Recharge,2023-05-03 14:04:40,Loc-527,DEV-9979,None
SUB-704745,Activation,2023-12-13 09:30:43,Loc-201,DEV-7584,SIM Swap
SUB-488584,ServiceChange,2023-09-11 13:32:35,Loc-510,DEV-9053,SIM Swap
SUB-888356,ServiceChange,2023-12-29 00:51:30,Loc-481,DEV-8763,SIM Swap
SUB-503562,ServiceChange,2023-12-01 12:09:22,Loc-357,DEV-8875,SIM Swap
SUB-149145,SIMSwap,2023-05-18 00:13:41,Loc-228,DEV-1137,SIM Swap
SUB-991151,Deactivation,2023-08-16 14:59:33,Loc-546,DEV-6092,SIM Swap
SUB-436231,Deactivation,2023-01-28 10:07:46,Loc-602,DEV-6959,None
SUB-401484,SIMSwap,2023-08-31 00:41:32,Loc-650,DEV-9509,SIM Swap
SUB-654927,Deactivation,2023-08-19 09:48:49,Loc-671,DEV-9212,SIM Swap
SUB-250566,ServiceChange,2023-05-21 00:58:07,Loc-406,DEV-5519,None
SUB-274704,Activation,2023-06-17 10:22:24,Loc-178,DEV-6927,None
SUB-534272,SIMSwap,2023-03-08 02:04:40,Loc-709,DEV-9785,SIM Swap
SUB-921702,Deactivation,2023-09-08 15:08:32,Loc-638,DEV-8074,SIM Swap
SUB-136386,Activation,2023-05-28 12:57:27,Loc-919,DEV-8847,None
SUB-420119,ServiceChange,2023-12-01 07:36:49,Loc-542,DEV-4312,None
SUB-357691,Deactivation,2023-11-07 17:28:34,Loc-987,DEV-2437,SIM Swap
SUB-359178,Activation,2023-03-17 08:01:50,Loc-191,DEV-9912,None
SUB-694197,Deactivation,2023-04-04 21:52:26,Loc-940,DEV-1324,None
SUB-213764,Activation,2023-11-08 01:35:39,Loc-989,DEV-9328,SIM Swap
SUB-801061,Activation,2023-06-05 12:46:42,Loc-462,DEV-5122,SIM Swap
SUB-459806,SIMSwap,2023-07-13 11:07:09,Loc-427,DEV-7087,None
SUB-830364,Recharge,2023-05-19 01:18:21,Loc-257,DEV-7433,None
SUB-460293,Activation,2023-04-18 08:58:53,Loc-297,DEV-7751,SIM Swap
SUB-365238,Recharge,2023-06-26 15:15:18,Loc-824,DEV-9573,None
SUB-432798,Activation,2023-06-25 22:53:17,Loc-685,DEV-9949,None
SUB-781749,SIMSwap,2023-06-27 04:48:21,Loc-829,DEV-2458,None
SUB-444120,Recharge,2023-06-04 08:11:31,Loc-534,DEV-8078,None
SUB-788966,Deactivation,2023-11-10 18:02:16,Loc-961,DEV-9890,SIM Swap
SUB-845108,SIMSwap,2023-06-19 20:31:10,Loc-780,DEV-5101,None
SUB-586513,SIMSwap,2023-12-25 14:55:56,Loc-244,DEV-6357,SIM Swap
SUB-148140,Activation,2023-08-22 00:27:34,Loc-729,DEV-2816,SIM Swap
SUB-235170,Recharge,2023-12-01 06:24:47,Loc-534,DEV-6022,SIM Swap
SUB-541351,Deactivation,2023-08-18 21:00:43,Loc-300,DEV-7444,SIM Swap
SUB-244061,ServiceChange,2023-07-23 23:19:06,Loc-980,DEV-6929,None
SUB-608817,SIMSwap,2023-06-27 16:54:05,Loc-295,DEV-8112,SIM Swap
SUB-692014,SIMSwap,2023-12-11 06:16:12,Loc-149,DEV-2482,None
SUB-237485,ServiceChange,2023-11-12 19:28:55,Loc-178,DEV-1952,SIM Swap
SUB-997645,Deactivation,2023-11-21 22:27:49,Loc-109,DEV-4078,SIM Swap
SUB-266561,Activation,2023-12-22 09:24:54,Loc-231,DEV-3034,SIM Swap
SUB-767881,Activation,2023-08-11 04:38:57,Loc-142,DEV-5489,SIM Swap
SUB-866519,ServiceChange,2023-03-08 14:41:58,Loc-946,DEV-5992,SIM Swap
SUB-537332,Deactivation,2023-02-28 10:48:08,Loc-136,DEV-2537,SIM Swap
SUB-452931,ServiceChange,2023-06-08 11:09:19,Loc-322,DEV-4863,None
SUB-811053,Recharge,2023-01-15 03:55:15,Loc-634,DEV-3550,SIM Swap
SUB-297772,Deactivation,2023-05-29 20:15:00,Loc-231,DEV-6292,None
SUB-806317,SIMSwap,2023-02-05 11:23:04,Loc-383,DEV-1237,None
SUB-156260,ServiceChange,2023-05-02 21:33:44,Loc-420,DEV-9635,SIM Swap
SUB-168729,Recharge,2023-12-14 04:23:23,Loc-263,DEV-2004,None
SUB-396833,SIMSwap,2023-04-26 13:08:28,Loc-294,DEV-6677,None
SUB-611557,Recharge,2023-05-24 08:00:20,Loc-114,DEV-4479,None
SUB-293039,SIMSwap,2023-01-22 00:19:23,Loc-975,DEV-8628,None
SUB-246500,Recharge,2023-04-15 18:59:44,Loc-104,DEV-5952,None
SUB-190218,Activation,2023-12-19 08:38:12,Loc-734,DEV-1197,SIM Swap
SUB-607737,Activation,2023-09-17 22:05:29,Loc-670,DEV-3849,None
SUB-810597,Recharge,2023-09-30 20:44:47,Loc-806,DEV-4957,None
SUB-893238,ServiceChange,2023-07-04 08:39:56,Loc-744,DEV-4614,SIM Swap
SUB-557352,Recharge,2023-05-14 06:22:00,Loc-363,DEV-8222,SIM Swap
SUB-168022,ServiceChange,2023-02-19 10:16:39,Loc-554,DEV-6848,SIM Swap
SUB-336183,Recharge,2023-05-05 11:11:21,Loc-417,DEV-2748,SIM Swap
SUB-590893,Activation,2023-03-11 19:09:12,Loc-498,DEV-7656,SIM Swap
SUB-210889,Recharge,2023-12-13 03:39:37,Loc-799,DEV-5047,None
SUB-937431,SIMSwap,2023-10-17 07:40:24,Loc-990,DEV-3089,SIM Swap
SUB-287938,ServiceChange,2023-10-02 21:11:59,Loc-152,DEV-3274,None
SUB-462540,Activation,2023-12-29 15:03:50,Loc-757,DEV-2609,None
SUB-367054,Deactivation,2023-09-05 05:25:38,Loc-355,DEV-1828,SIM Swap
SUB-265252,ServiceChange,2023-08-29 06:58:57,Loc-975,DEV-9840,SIM Swap
SUB-628740,Deactivation,2023-12-13 06:40:27,Loc-394,DEV-8314,SIM Swap
SUB-298121,Deactivation,2023-10-01 17:43:58,Loc-952,DEV-2144,None
SUB-732313,SIMSwap,2023-12-02 18:11:25,Loc-144,DEV-4621,SIM Swap
SUB-217358,SIMSwap,2023-02-12 13:56:23,Loc-251,DEV-8235,SIM Swap
SUB-728573,Deactivation,2023-08-09 08:10:18,Loc-813,DEV-6941,SIM Swap
SUB-584399,Activation,2023-04-22 18:42:30,Loc-921,DEV-3961,None
SUB-928134,Activation,2023-06-13 15:56:29,Loc-789,DEV-4063,None
SUB-135228,ServiceChange,2023-11-29 13:59:34,Loc-769,DEV-6328,None
SUB-148085,Activation,2023-10-06 12:14:33,Loc-382,DEV-5119,None
SUB-513006,Recharge,2023-12-07 10:03:35,Loc-320,DEV-7427,SIM Swap
SUB-404193,Recharge,2023-03-23 15:48:52,Loc-943,DEV-3627,SIM Swap
SUB-716813,Activation,2023-04-09 05:02:11,Loc-250,DEV-3560,None
SUB-762218,Activation,2023-06-29 23:05:39,Loc-744,DEV-3461,None
SUB-562879,ServiceChange,2023-10-06 18:24:36,Loc-612,DEV-4915,SIM Swap
SUB-264847,ServiceChange,2023-07-17 12:36:38,Loc-148,DEV-9311,SIM Swap
SUB-671858,Recharge,2023-09-17 16:18:33,Loc-593,DEV-2743,None
SUB-730807,Deactivation,2023-03-15 03:35:45,Loc-653,DEV-7097,None
SUB-141410,Activation,2023-01-17 22:21:44,Loc-702,DEV-1710,None
SUB-797933,ServiceChange,2023-03-24 05:14:47,Loc-749,DEV-3302,SIM Swap
SUB-639470,ServiceChange,2023-09-08 15:27:32,Loc-587,DEV-8306,SIM Swap
SUB-397466,ServiceChange,2023-05-24 13:37:52,Loc-664,DEV-7769,None
SUB-602723,Deactivation,2023-08-03 15:54:36,Loc-773,DEV-6063,SIM Swap
SUB-786002,Activation,2023-04-04 17:21:05,Loc-396,DEV-5492,SIM Swap
SUB-768700,Deactivation,2023-03-27 12:35:34,Loc-288,DEV-5702,SIM Swap
SUB-470888,ServiceChange,2023-11-29 07:25:43,Loc-984,DEV-9656,SIM Swap
SUB-962257,Activation,2023-05-10 18:49:40,Loc-403,DEV-7730,None
SUB-449067,Activation,2023-06-30 19:08:29,Loc-420,DEV-9111,None
SUB-428814,Activation,2023-11-14 12:49:27,Loc-627,DEV-7003,None
SUB-925866,ServiceChange,2023-06-03 17:53:59,Loc-682,DEV-7334,SIM Swap
SUB-837815,SIMSwap,2023-05-21 04:07:04,Loc-693,DEV-7691,SIM Swap
SUB-927398,ServiceChange,2023-01-05 21:30:22,Loc-142,DEV-4746,None
SUB-569450,Recharge,2023-03-01 14:13:20,Loc-286,DEV-7474,SIM Swap
SUB-640894,Recharge,2023-09-05 13:15:21,Loc-243,DEV-2446,None
SUB-691348,Deactivation,2023-03-13 11:06:44,Loc-230,DEV-6342,None
SUB-867927,Recharge,2023-05-12 11:09:20,Loc-461,DEV-8863,SIM Swap
SUB-979943,Deactivation,2023-06-25 23:44:57,Loc-756,DEV-3137,None
SUB-608216,ServiceChange,2023-06-10 11:25:17,Loc-146,DEV-5473,None
SUB-398571,Deactivation,2023-12-30 09:29:03,Loc-539,DEV-6028,None
SUB-160206,Deactivation,2023-08-29 07:53:28,Loc-966,DEV-8731,None
SUB-671603,Activation,2023-03-27 16:52:46,Loc-909,DEV-8973,None
SUB-287629,SIMSwap,2023-08-06 07:31:17,Loc-246,DEV-2996,None
SUB-750047,Deactivation,2023-05-21 11:19:20,Loc-753,DEV-3434,SIM Swap
SUB-803776,Deactivation,2023-08-24 09:21:44,Loc-256,DEV-3722,SIM Swap
SUB-134537,Activation,2023-10-06 04:23:31,Loc-789,DEV-6007,SIM Swap
SUB-239551,SIMSwap,2023-04-12 02:10:14,Loc-126,DEV-8550,SIM Swap
SUB-809750,SIMSwap,2023-11-11 13:38:43,Loc-436,DEV-4246,None
SUB-672281,ServiceChange,2023-07-29 03:09:20,Loc-317,DEV-5817,SIM Swap
SUB-522444,ServiceChange,2023-09-24 19:39:31,Loc-738,DEV-1393,None
SUB-559592,SIMSwap,2023-03-02 12:25:55,Loc-418,DEV-5971,SIM Swap
SUB-551875,ServiceChange,2023-05-27 12:33:30,Loc-722,DEV-6056,None
SUB-552386,Activation,2023-09-22 02:07:38,Loc-678,DEV-6067,None
SUB-643204,ServiceChange,2023-07-16 08:09:04,Loc-262,DEV-6832,None
SUB-655092,Recharge,2023-05-11 06:03:49,Loc-693,DEV-3961,SIM Swap
SUB-925365,ServiceChange,2023-03-06 03:28:16,Loc-684,DEV-8810,None
SUB-495316,ServiceChange,2023-08-08 15:27:06,Loc-868,DEV-3397,None
SUB-946404,Deactivation,2023-05-08 03:32:13,Loc-558,DEV-3602,SIM Swap
SUB-356951,Recharge,2023-10-06 18:45:15,Loc-947,DEV-7764,None
SUB-596581,Activation,2023-10-10 14:14:29,Loc-798,DEV-5431,SIM Swap
SUB-285425,Deactivation,2023-10-31 07:03:00,Loc-788,DEV-4947,SIM Swap
SUB-769026,Recharge,2023-12-06 21:48:53,Loc-998,DEV-8052,SIM Swap
SUB-517079,Activation,2023-01-18 20:29:52,Loc-461,DEV-2640,SIM Swap
SUB-728616,ServiceChange,2023-02-03 18:17:05,Loc-659,DEV-1789,SIM Swap
SUB-638131,ServiceChange,2023-03-07 13:23:21,Loc-614,DEV-9993,SIM Swap
SUB-894559,SIMSwap,2023-09-28 01:34:09,Loc-634,DEV-8714,None
SUB-385043,Recharge,2023-08-23 14:20:55,Loc-360,DEV-1311,None
SUB-813221,SIMSwap,2023-05-20 21:33:18,Loc-185,DEV-9521,SIM Swap
SUB-751777,Recharge,2023-06-11 23:32:28,Loc-919,DEV-2420,None
SUB-799631,Recharge,2023-04-17 01:13:18,Loc-148,DEV-9851,None
SUB-829183,Deactivation,2023-12-04 10:03:16,Loc-203,DEV-9920,None
SUB-670902,Activation,2023-02-17 02:38:44,Loc-504,DEV-4123,SIM Swap
SUB-591694,ServiceChange,2023-08-16 10:20:45,Loc-169,DEV-3215,None
SUB-617954,ServiceChange,2023-08-22 23:24:25,Loc-903,DEV-5058,None
SUB-195482,Deactivation,2023-03-04 02:46:35,Loc-918,DEV-1455,None
SUB-504284,Deactivation,2023-02-07 04:55:21,Loc-613,DEV-7013,None
SUB-132589,Activation,2023-09-01 13:46:08,Loc-256,DEV-4939,None
SUB-481484,Deactivation,2023-03-25 23:35:15,Loc-174,DEV-4192,None
SUB-953214,ServiceChange,2023-09-05 10:45:32,Loc-878,DEV-4552,None
SUB-405228,Activation,2023-08-19 13:11:30,Loc-666,DEV-3907,None
SUB-276120,ServiceChange,2023-01-18 16:06:18,Loc-287,DEV-5004,None
SUB-675945,SIMSwap,2023-12-22 09:42:58,Loc-536,DEV-8928,None
SUB-136662,Activation,2023-03-13 01:03:14,Loc-737,DEV-6696,None
SUB-989370,Deactivation,2023-02-07 22:28:24,Loc-779,DEV-8479,SIM Swap
SUB-766479,Recharge,2023-06-04 21:34:44,Loc-689,DEV-1225,None
SUB-833118,Activation,2023-09-26 01:42:11,Loc-207,DEV-2297,SIM Swap
SUB-494493,Recharge,2023-11-24 08:21:10,Loc-317,DEV-3853,SIM Swap
SUB-991222,Recharge,2023-07-25 16:13:19,Loc-344,DEV-5213,None
SUB-922249,SIMSwap,2023-12-20 06:44:40,Loc-896,DEV-8880,None
SUB-490823,Activation,2023-05-02 09:47:37,Loc-391,DEV-9074,SIM Swap
SUB-556511,SIMSwap,2023-02-14 18:23:03,Loc-216,DEV-8621,None
SUB-850289,SIMSwap,2023-06-25 14:46:22,Loc-111,DEV-3185,SIM Swap
SUB-247462,SIMSwap,2023-03-14 09:08:44,Loc-133,DEV-5169,None
SUB-148850,SIMSwap,2023-04-03 04:52:20,Loc-772,DEV-9514,None
SUB-671805,Deactivation,2023-04-20 22:03:05,Loc-742,DEV-2868,None
SUB-978051,Deactivation,2023-03-07 03:22:06,Loc-215,DEV-7233,None
SUB-126221,Recharge,2023-12-01 10:13:46,Loc-714,DEV-4517,None
SUB-378185,Activation,2023-08-01 04:40:20,Loc-339,DEV-3274,SIM Swap
SUB-295981,ServiceChange,2023-05-30 06:41:06,Loc-264,DEV-6913,None
SUB-787384,Activation,2023-12-10 07:59:50,Loc-267,DEV-2446,None
SUB-217129,Activation,2023-06-19 13:54:02,Loc-578,DEV-6674,SIM Swap
SUB-273669,SIMSwap,2023-12-18 14:32:07,Loc-862,DEV-4524,None
SUB-505043,ServiceChange,2023-09-21 22:38:27,Loc-127,DEV-2663,None
SUB-520365,ServiceChange,2023-07-16 07:56:35,Loc-213,DEV-2850,SIM Swap
SUB-591028,SIMSwap,2023-06-09 18:50:51,Loc-854,DEV-3223,None
SUB-288238,Recharge,2023-02-07 05:23:35,Loc-441,DEV-4093,SIM Swap
SUB-369053,Deactivation,2023-06-17 21:25:24,Loc-553,DEV-4831,None
SUB-278920,Deactivation,2023-01-16 20:14:42,Loc-729,DEV-5896,None
SUB-606805,Recharge,2023-03-23 01:22:17,Loc-756,DEV-1379,SIM Swap
SUB-806435,Activation,2023-05-21 04:53:39,Loc-910,DEV-4233,None
SUB-737884,SIMSwap,2023-04-20 03:13:14,Loc-898,DEV-2216,None
SUB-797033,Recharge,2023-01-11 16:01:35,Loc-558,DEV-6281,SIM Swap
SUB-102756,SIMSwap,2023-04-11 18:19:19,Loc-613,DEV-6241,None
SUB-674355,Recharge,2023-06-10 08:08:17,Loc-601,DEV-8316,None
SUB-343987,ServiceChange,2023-07-15 19:33:20,Loc-356,DEV-8146,SIM Swap
SUB-739601,ServiceChange,2023-01-20 05:28:34,Loc-851,DEV-1113,None
SUB-124847,ServiceChange,2023-06-02 12:15:38,Loc-379,DEV-5818,None
SUB-456245,SIMSwap,2023-04-01 05:07:28,Loc-429,DEV-6368,None
SUB-188301,ServiceChange,2023-12-17 14:25:34,Loc-267,DEV-8239,None
SUB-576643,SIMSwap,2023-06-21 22:10:41,Loc-348,DEV-3253,None
SUB-692139,Activation,2023-02-15 18:01:14,Loc-967,DEV-9964,None
SUB-236772,Activation,2023-05-21 04:49:29,Loc-210,DEV-2474,None
SUB-166281,Deactivation,2023-04-10 06:32:27,Loc-128,DEV-7998,None
SUB-991113,ServiceChange,2023-07-27 10:45:52,Loc-131,DEV-2195,None
SUB-481552,Activation,2023-03-11 10:15:30,Loc-410,DEV-1679,SIM Swap
SUB-430089,Activation,2023-01-26 16:29:59,Loc-790,DEV-8685,SIM Swap
SUB-997435,ServiceChange,2023-11-08 10:55:15,Loc-179,DEV-2453,SIM Swap
SUB-151405,ServiceChange,2023-04-16 10:43:02,Loc-653,DEV-6761,SIM Swap
SUB-694270,ServiceChange,2023-12-21 07:48:14,Loc-622,DEV-7644,None
SUB-761394,Activation,2023-03-05 12:11:15,Loc-904,DEV-5171,None
SUB-569584,SIMSwap,2023-01-10 19:15:08,Loc-415,DEV-5878,None
SUB-358424,SIMSwap,2023-09-13 09:41:15,Loc-633,DEV-2973,None
SUB-230334,Activation,2023-10-20 11:03:41,Loc-964,DEV-5495,SIM Swap
SUB-832641,ServiceChange,2023-07-14 02:55:00,Loc-914,DEV-7588,SIM Swap
SUB-560301,ServiceChange,2023-12-17 08:21:37,Loc-172,DEV-6543,None
SUB-380991,SIMSwap,2023-06-04 23:56:10,Loc-855,DEV-1474,None
SUB-607447,Activation,2023-08-09 16:25:14,Loc-256,DEV-2549,SIM Swap
SUB-542672,Recharge,2023-05-09 14:07:59,Loc-176,DEV-8916,SIM Swap
SUB-895221,Activation,2023-02-20 01:46:24,Loc-256,DEV-4369,None
SUB-363803,Recharge,2023-03-31 07:46:59,Loc-412,DEV-8407,None
SUB-561822,ServiceChange,2023-09-13 04:47:19,Loc-239,DEV-6285,None
SUB-863917,Deactivation,2023-01-24 00:53:25,Loc-732,DEV-6788,None
SUB-657963,Recharge,2023-07-23 13:17:12,Loc-677,DEV-8770,None
SUB-478285,SIMSwap,2023-07-13 17:37:38,Loc-278,DEV-8513,None
SUB-749487,SIMSwap,2023-12-07 08:42:36,Loc-294,DEV-4521,SIM Swap
SUB-834619,ServiceChange,2023-12-13 07:42:16,Loc-800,DEV-1260,None
SUB-834032,Recharge,2023-01-12 15:44:24,Loc-935,DEV-4976,SIM Swap
SUB-798328,ServiceChange,2023-03-17 21:42:33,Loc-831,DEV-9659,SIM Swap
SUB-902989,ServiceChange,2023-04-22 03:24:28,Loc-646,DEV-5685,SIM Swap
SUB-241888,ServiceChange,2023-04-07 11:49:59,Loc-699,DEV-4809,SIM Swap
SUB-857948,ServiceChange,2023-11-06 03:51:27,Loc-793,DEV-6682,None
SUB-844607,Deactivation,2023-08-23 02:36:04,Loc-179,DEV-7820,SIM Swap
SUB-524947,Deactivation,2023-11-03 10:19:48,Loc-259,DEV-8754,None
SUB-449689,Deactivation,2023-11-19 12:13:25,Loc-340,DEV-6107,None
SUB-509394,Deactivation,2023-01-22 22:48:46,Loc-972,DEV-2709,SIM Swap
SUB-544729,Deactivation,2023-04-06 11:25:29,Loc-376,DEV-1968,None
SUB-374520,Deactivation,2023-02-05 16:15:18,Loc-483,DEV-7526,None
SUB-367833,Recharge,2023-03-10 18:15:01,Loc-994,DEV-7809,None
SUB-520637,Deactivation,2023-11-07 13:50:47,Loc-989,DEV-9653,SIM Swap
SUB-290785,Deactivation,2023-03-17 17:08:34,Loc-473,DEV-8526,None
SUB-397074,Recharge,2023-04-14 10:30:38,Loc-472,DEV-6948,None
SUB-876152,Recharge,2023-03-20 23:41:34,Loc-377,DEV-5759,None
SUB-188135,Activation,2023-02-10 21:01:41,Loc-578,DEV-6562,SIM Swap
SUB-703836,Recharge,2023-04-24 19:13:01,Loc-681,DEV-6446,SIM Swap
SUB-772708,Recharge,2023-03-06 17:45:42,Loc-883,DEV-2327,SIM Swap
SUB-288357,Recharge,2023-05-28 00:29:07,Loc-343,DEV-9284,None
SUB-484919,Activation,2023-03-04 16:32:36,Loc-739,DEV-2822,None
SUB-527683,Recharge,2023-10-20 05:09:58,Loc-602,DEV-3844,SIM Swap
SUB-792718,ServiceChange,2023-04-22 22:54:09,Loc-282,DEV-9210,SIM Swap
SUB-281958,Recharge,2023-06-21 05:44:18,Loc-845,DEV-4347,SIM Swap
SUB-324822,SIMSwap,2023-08-29 03:10:13,Loc-640,DEV-9123,SIM Swap
SUB-901818,SIMSwap,2023-11-12 08:13:19,Loc-221,DEV-6900,None
SUB-995554,Activation,2023-01-24 18:00:31,Loc-575,DEV-6178,None
SUB-373773,Recharge,2023-09-10 18:57:38,Loc-177,DEV-9667,None
SUB-998243,Recharge,2023-07-06 10:55:17,Loc-682,DEV-3906,None
SUB-151083,Recharge,2023-06-30 19:07:28,Loc-932,DEV-3810,SIM Swap
SUB-440034,Deactivation,2023-01-30 14:25:08,Loc-126,DEV-9243,None
SUB-247129,Recharge,2023-06-07 02:13:53,Loc-407,DEV-4909,SIM Swap
SUB-661064,ServiceChange,2023-03-07 05:47:26,Loc-415,DEV-4368,None
SUB-957703,Activation,2023-12-24 15:33:39,Loc-375,DEV-7811,None
SUB-546456,ServiceChange,2023-10-13 23:34:16,Loc-861,DEV-7377,None
SUB-860630,Activation,2023-05-27 15:40:20,Loc-928,DEV-7770,None
SUB-886381,ServiceChange,2023-12-21 15:01:55,Loc-416,DEV-2678,None
SUB-937790,Activation,2023-07-21 12:14:39,Loc-602,DEV-1605,SIM Swap
SUB-454592,Activation,2023-06-14 22:52:10,Loc-179,DEV-5362,SIM Swap
SUB-187581,Recharge,2023-08-14 18:11:10,Loc-109,DEV-2677,None
SUB-272689,Recharge,2023-01-01 20:44:34,Loc-242,DEV-4129,None
SUB-535489,Activation,2023-01-01 15:21:28,Loc-360,DEV-1863,None
SUB-603943,Deactivation,2023-08-05 16:12:30,Loc-930,DEV-9865,SIM Swap
SUB-927538,SIMSwap,2023-03-30 02:15:41,Loc-754,DEV-3189,None
SUB-281038,Activation,2023-08-04 05:22:15,Loc-500,DEV-2309,SIM Swap
SUB-883844,SIMSwap,2023-08-01 19:41:32,Loc-402,DEV-3310,SIM Swap
SUB-138468,ServiceChange,2023-08-29 04:37:31,Loc-504,DEV-7237,SIM Swap
SUB-629798,Recharge,2023-03-05 15:54:26,Loc-133,DEV-2010,None
SUB-399806,Activation,2023-04-19 01:36:49,Loc-958,DEV-5418,None
SUB-369891,ServiceChange,2023-01-06 09:00:09,Loc-757,DEV-8793,None
SUB-983098,ServiceChange,2023-03-07 20:35:57,Loc-352,DEV-9736,SIM Swap
SUB-171019,Recharge,2023-08-13 18:56:56,Loc-477,DEV-3779,SIM Swap
SUB-875807,SIMSwap,2023-10-03 05:26:52,Loc-987,DEV-5477,SIM Swap
SUB-439391,ServiceChange,2023-09-28 21:26:34,Loc-547,DEV-4495,SIM Swap
SUB-836443,SIMSwap,2023-07-15 16:09:26,Loc-274,DEV-4762,None
SUB-456530,Recharge,2023-07-13 18:12:05,Loc-589,DEV-8687,None
SUB-508895,ServiceChange,2023-06-18 18:17:07,Loc-116,DEV-8684,SIM Swap
SUB-854860,Activation,2023-01-16 16:11:36,Loc-477,DEV-4578,SIM Swap
SUB-865212,SIMSwap,2023-02-10 03:32:32,Loc-424,DEV-1072,SIM Swap
SUB-957009,Deactivation,2023-08-10 06:55:33,Loc-157,DEV-4872,SIM Swap
SUB-947761,ServiceChange,2023-10-16 04:38:12,Loc-126,DEV-3185,SIM Swap
SUB-904780,SIMSwap,2023-09-03 16:56:35,Loc-519,DEV-7276,SIM Swap
SUB-851501,Activation,2023-11-28 21:23:58,Loc-732,DEV-7867,None
SUB-474578,Recharge,2023-09-20 17:33:37,Loc-579,DEV-7435,None
SUB-609785,Recharge,2023-11-25 06:23:56,Loc-183,DEV-3808,None
SUB-159706,Activation,2023-07-14 08:08:50,Loc-397,DEV-3122,SIM Swap
SUB-273219,Deactivation,2023-05-28 10:57:48,Loc-418,DEV-5681,None
SUB-651967,Activation,2023-12-07 09:05:52,Loc-903,DEV-3140,SIM Swap
SUB-462002,SIMSwap,2023-04-24 22:38:06,Loc-162,DEV-9220,SIM Swap
SUB-924367,SIMSwap,2023-09-03 21:52:29,Loc-339,DEV-6269,SIM Swap
SUB-491644,Deactivation,2023-05-11 15:09:34,Loc-261,DEV-5528,None
SUB-593490,ServiceChange,2023-10-24 14:59:29,Loc-847,DEV-6420,None
SUB-962932,ServiceChange,2023-10-08 16:23:12,Loc-527,DEV-6939,SIM Swap
SUB-581031,Deactivation,2023-07-08 16:21:48,Loc-996,DEV-5128,SIM Swap
SUB-862755,Deactivation,2023-05-09 06:13:40,Loc-177,DEV-3792,None
SUB-447034,SIMSwap,2023-11-19 03:01:55,Loc-397,DEV-7869,SIM Swap
SUB-931635,SIMSwap,2023-11-25 10:30:50,Loc-755,DEV-1841,None
SUB-791715,ServiceChange,2023-11-09 19:11:44,Loc-432,DEV-3783,None
SUB-993300,ServiceChange,2023-08-17 17:46:14,Loc-869,DEV-3869,SIM Swap
SUB-689937,ServiceChange,2023-05-08 06:54:03,Loc-998,DEV-3655,None
SUB-924745,SIMSwap,2023-06-04 08:06:56,Loc-608,DEV-5174,None
SUB-249117,Activation,2023-11-15 10:19:34,Loc-329,DEV-9470,SIM Swap
SUB-382281,Activation,2023-06-19 23:15:20,Loc-100,DEV-1964,SIM Swap
SUB-896506,Activation,2023-05-14 00:13:32,Loc-684,DEV-2345,None
SUB-396609,Deactivation,2023-06-11 02:41:18,Loc-677,DEV-6240,SIM Swap
SUB-435715,Deactivation,2023-11-22 02:51:53,Loc-811,DEV-9902,SIM Swap
SUB-172551,Deactivation,2023-09-20 10:07:10,Loc-722,DEV-8898,SIM Swap
SUB-839699,Deactivation,2023-05-10 14:23:49,Loc-264,DEV-5658,SIM Swap
SUB-173739,Recharge,2023-02-20 19:31:35,Loc-840,DEV-8116,None
SUB-122822,Recharge,2023-01-24 03:03:12,Loc-623,DEV-6802,None
SUB-123511,ServiceChange,2023-11-04 00:57:31,Loc-351,DEV-4350,SIM Swap
SUB-527417,Activation,2023-01-27 18:38:25,Loc-639,DEV-9162,SIM Swap
SUB-298029,ServiceChange,2023-02-25 21:27:35,Loc-633,DEV-3941,SIM Swap
SUB-466297,SIMSwap,2023-12-13 20:18:33,Loc-950,DEV-4089,None
SUB-825135,SIMSwap,2023-01-16 22:46:14,Loc-393,DEV-2677,None
SUB-604326,Activation,2023-11-09 10:00:06,Loc-924,DEV-7301,None
SUB-357120,Deactivation,2023-11-18 16:03:17,Loc-855,DEV-4791,None
SUB-629115,Recharge,2023-04-24 08:28:35,Loc-388,DEV-2422,SIM Swap
SUB-361935,ServiceChange,2023-09-11 11:31:33,Loc-923,DEV-8043,None
SUB-797271,Deactivation,2023-09-20 21:56:38,Loc-116,DEV-4263,None
SUB-333327,ServiceChange,2023-12-20 15:21:07,Loc-666,DEV-9852,None
SUB-866678,Deactivation,2023-09-23 16:46:21,Loc-168,DEV-1514,None
SUB-535687,ServiceChange,2023-10-09 12:14:57,Loc-840,DEV-7769,SIM Swap
SUB-579917,ServiceChange,2023-06-26 16:09:22,Loc-345,DEV-7816,SIM Swap
SUB-902417,ServiceChange,2023-05-27 14:19:24,Loc-418,DEV-6850,SIM Swap
SUB-413309,Recharge,2023-08-28 19:19:50,Loc-159,DEV-4408,SIM Swap
SUB-628759,Activation,2023-08-27 05:07:17,Loc-438,DEV-5097,None
SUB-475629,Activation,2023-02-11 21:30:07,Loc-151,DEV-3289,SIM Swap
SUB-754586,Deactivation,2023-08-11 23:54:58,Loc-422,DEV-7086,None
